Type-TH,Type-EN,SubType-TH,SubType-EN,Attraction-name TH,Attraction-name EN,Organization-Unit-TH,Organization-Unit-EN,Latitude,Longtiude,Open-Houre,Image-URL,Facility,Contact,Province,District,Subdistrict,,,,,,,
ทางทะเล,marine,เกาะ / ปะการัง, Island / Coral,เกาะหินงาม,Ko Hin Ngam,อุทยานแห่งชาติตะรุเตา,Tarutao National Park,,,,http://park.dnp.go.th/dnp/scenicpic/1013scene090209_74645.jpg,,,สตูล ,ละงู ,ปากน้ำ ,,,,,,อุทยานแห่งชาติอุทยานแห่งชาติตะรุเตา,Tarutao National Park National Park
ทางทะเล,marine,เกาะ / ปะการัง, Island / Coral,เกาะอาดัง,Ko Aa Dang,อุทยานแห่งชาติตะรุเตา,Tarutao National Park,,,,http://park.dnp.go.th/dnp/scenicpic/1013scene090209_75028.jpg,,,สตูล ,ละงู ,ปากน้ำ ,,,,,,อุทยานแห่งชาติอุทยานแห่งชาติตะรุเตา,Tarutao National Park National Park
ทางทะเล,marine,จุดชมวิว,Viewpoint,ผาโต๊ะบู,Pha Tobuu,อุทยานแห่งชาติตะรุเตา,Tarutao National Park,,,,http://park.dnp.go.th/dnp/scenicpic/1013scene090209_75415.jpg,,,สตูล ,ละงู ,ปากน้ำ ,,,,,,อุทยานแห่งชาติอุทยานแห่งชาติตะรุเตา,Tarutao National Park National Park
ทางบก,terrestrial,น้ำตก,Waterfall,น้ำตกกระทิง,Namtok Ka-Thing,อุทยานแห่งชาติเขาคิชฌกูฎ,Khao Khitchakut National Park,,,,http://park.dnp.go.th/dnp/scenicpic/10141014001scene300910_135459.jpg,,,จันทบุรี ,เขาคิชฌกูฏ ,พลวง ,,,,,,อุทยานแห่งชาติอุทยานแห่งชาติเขาคิชฌกูฎ,Khao Khitchakut National Park National Park
ทางบก,terrestrial,ศิลปวัฒนธรรม / โบราณสถาน,Cultural / Historic Site,ยอดเขาพระบาท,-,อุทยานแห่งชาติเขาคิชฌกูฎ,Khao Khitchakut National Park,,,,http://park.dnp.go.th/dnp/scenicpic/1014101400471scene191011_110420.jpg,,,จันทบุรี ,เขาคิชฌกูฏ ,พลวง ,,,,,,อุทยานแห่งชาติอุทยานแห่งชาติเขาคิชฌกูฎ,Khao Khitchakut National Park National Park
ทางบก,terrestrial,น้ำตก,Waterfall,น้ำตกคลองไพบูลย์,-,อุทยานแห่งชาติเขาคิชฌกูฎ,Khao Khitchakut National Park,,,,http://park.dnp.go.th/dnp/scenicpic/1014101400785scene191011_110658.jpg,,,จันทบุรี ,เขาคิชฌกูฏ ,พลวง ,,,,,,อุทยานแห่งชาติอุทยานแห่งชาติเขาคิชฌกูฎ,Khao Khitchakut National Park National Park
ทางบก,terrestrial,น้ำตก,Waterfall,น้ำตกลานสาง,Langsang Waterfall,อุทยานแห่งชาติลานสาง,Lan Sang National Park,,,,http://park.dnp.go.th/dnp/scenicpic/10151015001scene250610_102039.jpg,,,ตาก ,เมืองตาก ,แม่ท้อ ,,,,,,อุทยานแห่งชาติอุทยานแห่งชาติลานสาง,Lan Sang National Park National Park
ทางบก,terrestrial,หน้าผา,Cliff,ผาโหล่นน้อย,Pha Lonnoi,อุทยานแห่งชาติภูเรือ,Phu Ruea National Park,,,,http://park.dnp.go.th/dnp/scenicpic/1016101600373scene180909_171119.jpg,,042-884144      042-801716,เลย ,ภูเรือ ,หนองบัว ,,,,,,อุทยานแห่งชาติอุทยานแห่งชาติภูเรือ,Phu Ruea National Park National Park
ทางบก,terrestrial,หน้าผา,Cliff,ยอดภูเรือ,Phuruea Viewpoint,อุทยานแห่งชาติภูเรือ,Phu Ruea National Park,,,,http://park.dnp.go.th/dnp/scenicpic/1016101600374scene180909_172059.jpg,,042-884144      042-801716,เลย ,ภูเรือ ,หนองบัว ,,,,,,อุทยานแห่งชาติอุทยานแห่งชาติภูเรือ,Phu Ruea National Park National Park
ทางบก,terrestrial,น้ำตก,Waterfall,น้ำตกห้วยไผ่, Huai Phai Waterfall,อุทยานแห่งชาติภูเรือ,Phu Ruea National Park,,,หน้าฝน และหน้าหนาวสภาพอากาศบริเวณน้ำตกจะมีความชื้นสูงมาก,http://park.dnp.go.th/dnp/scenicpic/1016101600375scene180909_171515.jpg,,042-884144      042-801716,เลย ,ภูเรือ ,หนองบัว ,,,,,,อุทยานแห่งชาติอุทยานแห่งชาติภูเรือ,Phu Ruea National Park National Park
ทางบก,terrestrial,จุดพักผ่อนในเขตบริการ,Vacation spot,ศูนย์บริการนักท่องเที่ยวที่ 2,VISITOR CENTER 2,อุทยานแห่งชาติภูเรือ,Phu Ruea National Park,,,อากาศชุ่มชื้นเกือบตลอดทั้งปี อุณหภูมิเฉลี่ยทั้งปี ประมาณ 24-26 องศาฯ อุณหภูมิต่ำสุดประมาณ 3-4 องศาฯ หลายปีที่ผ่านมาอุณหภูมิเคยติดลบ,http://park.dnp.go.th/dnp/scenicpic/1016101600376scene130610_235055.jpg,,042-884144      042-801716,เลย ,ภูเรือ ,หนองบัว ,,,,,,อุทยานแห่งชาติอุทยานแห่งชาติภูเรือ,Phu Ruea National Park National Park
ทางบก,terrestrial,จุดพักผ่อนในเขตบริการ,Vacation spot,ที่ทำการอุทยานแห่งชาติภูเรือ,PHURUA NATIONAL PARK HEADQUARTERS,อุทยานแห่งชาติภูเรือ,Phu Ruea National Park,,,สภาพอากาศโดยทั่วไปชุ่มชื้น และเย็นเกือบตลอดทั้งปี อุณหภูมิเฉลี่ยประมาณ 24-26 องศาฯ เหมาะสำหรับเป็นที่ศึกษาหาความรู้และพักผ่อนหย่อนใจ,http://park.dnp.go.th/dnp/scenicpic/1016101600430scene140610_05202.jpg,,042-884144      042-801716,เลย ,ภูเรือ ,หนองบัว ,,,,,,อุทยานแห่งชาติอุทยานแห่งชาติภูเรือ,Phu Ruea National Park National Park
ทางบก,terrestrial,ภูเขา / ดอย, Mountain,ผาซำทอง,-,อุทยานแห่งชาติภูเรือ,Phu Ruea National Park,,,"มีอุณหภูมิหนาวเย็นเกือบตลอดทั้งปี อุณหภูมิเฉลี่ย 22.5 องศาเซลเซียส โดยเฉพาะช่วงฤดูหนาว อากาศเย็นมาก จนกระทั้งน้ำค้างบนยอดหญ้าแข็งตัวกลายเป็นน้ำแข็ง ซึ่งภาษาพื้นบ้านเรียกว่า ""แม่คะนึ้ง""",http://park.dnp.go.th/dnp/scenicpic/1016101600431scene300910_141012.jpg,,042-884144      042-801716,เลย ,ภูเรือ ,หนองบัว ,,,,,,อุทยานแห่งชาติอุทยานแห่งชาติภูเรือ,Phu Ruea National Park National Park
ทางบก,terrestrial,ธรณีสัณฐาน, Geomorphology,สวนหินพาลี,SUAN HIN PALEE,อุทยานแห่งชาติภูเรือ,Phu Ruea National Park,,,,http://park.dnp.go.th/dnp/scenicpic/1016101600473scene251212_135945.jpg,,042-884144      042-801716,เลย ,ภูเรือ ,หนองบัว ,,,,,,อุทยานแห่งชาติอุทยานแห่งชาติภูเรือ,Phu Ruea National Park National Park
ทางบก,terrestrial,ธรณีสัณฐาน, Geomorphology,หินพานขันหมาก,HIN PHAN KAN MAK,อุทยานแห่งชาติภูเรือ,Phu Ruea National Park,,,,http://park.dnp.go.th/dnp/scenicpic/1016101600815scene251212_141517.jpg,,042-884144      042-801716,เลย ,ภูเรือ ,หนองบัว ,,,,,,อุทยานแห่งชาติอุทยานแห่งชาติภูเรือ,Phu Ruea National Park National Park
ทางบก,terrestrial,ธรณีสัณฐาน, Geomorphology,หินเต่า,HIN TAO,อุทยานแห่งชาติภูเรือ,Phu Ruea National Park,,,,http://park.dnp.go.th/dnp/scenicpic/1016101600816scene140813_162022.jpg,,042-884144      042-801716,เลย ,ภูเรือ ,หนองบัว ,,,,,,อุทยานแห่งชาติอุทยานแห่งชาติภูเรือ,Phu Ruea National Park National Park
ทางบก,terrestrial,ธรณีสัณฐาน, Geomorphology,สวนหินสระสวรรค์,SUAN HIN SRA SWAN,อุทยานแห่งชาติภูเรือ,Phu Ruea National Park,,,,http://park.dnp.go.th/dnp/scenicpic/1016101600834scene140813_162059.jpg,,042-884144      042-801716,เลย ,ภูเรือ ,หนองบัว ,,,,,,อุทยานแห่งชาติอุทยานแห่งชาติภูเรือ,Phu Ruea National Park National Park
ทางบก,terrestrial,ถ้ำ,Cave,ถ้ำธารลอดใหญ่,Tanlod Yai Cave,อุทยานแห่งชาติเฉลิมรัตนโกสินทร์,Chaloem Rattanakosin National Park,,,มีลักษณะแบบฝนเมืองร้อนฝนตกชุกที่สุดในเดือนกันยายน อากาศหนาวและช่วงฤดูการท่องเที่ยวที่สวยงามประมาณ เดือนธันวาคมถึงเดือนกุมภาพันธ์ และอากาศร้อนในเดือนเมษายน,http://park.dnp.go.th/dnp/scenicpic/10171017001scene150515_143201.jpg,,0-1308-0496,กาญจนบุรี ,ศรีสวัสดิ์ ,เขาโจด ,,,,,,อุทยานแห่งชาติอุทยานแห่งชาติเฉลิมรัตนโกสินทร์,Chaloem Rattanakosin National Park National Park
